sveitarfelag,ar,staerd,leiguverd,kaupverd,fasteignamat,vextir,afborgun
Skagafjörður,2021,70-79,90000,24000000,17100000,0.037875,77480.96494978535
Skagafjörður,2021,80-89,151920,19500000,18600000,0.037875,62953.28402170059
Skagafjörður,2021,90-99,166000,23500000,19925000,0.037875,75866.77817999816
Skagafjörður,2021,100-109,170000,32300000,29650000,0.037875,104276.46532825277
Skagafjörður,2021,110-150,180000,28000000,23400000,0.037875,90394.4591080829
Skagafjörður,2022,60-69,125000,22762500,15600000,0.06,99695.42681989862
Skagafjörður,2022,70-79,145000,37000000,20900000,0.06,162052.97275502465
Skagafjörður,2022,80-89,157997,45430000,24800000,0.06,198974.7716827235
Skagafjörður,2022,100-109,174588,33000000,32550000,0.06,144533.73245718415
Skagafjörður,2022,110-150,180000,45000000,35450000,0.06,197091.45335070565
Snæfellsbær,2012,90-99,100000,11600000,10050000,0.0641,53450.98205863293
Snæfellsbær,2016,110-150,130000,16250000,16125000,0.06625,76845.73276222959
Snæfellsbær,2017,50-59,75000,7200000,6280000,0.06,31534.632536112906
Snæfellsbær,2021,50-59,85000,6500000,8160000,0.037875,20984.42800723353
Snæfellsbær,2021,60-69,76359,7500000,10850000,0.037875,24212.80154680792
Snæfellsbær,2021,70-79,95000,7500000,10050000,0.037875,24212.80154680792
Snæfellsbær,2021,110-150,90000,13925000,16175000,0.037875,44955.10153857337
Snæfellsbær,2022,70-79,135000,12700000,10450000,0.06,55623.5879456436
Stykkishólmsbær,2012,90-99,100000,14000000,11250000,0.0641,64509.805932832845
Stykkishólmsbær,2015,90-99,100000,17700000,12050000,0.066875,84329.34546933114
Stykkishólmsbær,2017,70-79,110000,15500000,13250000,0.06,67887.05615413195
Stykkishólmsbær,2017,80-89,145000,26200000,15650000,0.06,114751.02395085529
Stykkishólmsbær,2018,80-89,150000,28300000,23850000,0.06,123948.62510722155
Stykkishólmsbær,2019,80-89,150000,23250000,20400000,0.053099999999999994,93128.42741946381
Stykkishólmsbær,2020,80-89,161500,28600000,29175000,0.0405,96013.0058093829
Stykkishólmsbær,2021,80-89,153500,30600000,28050000,0.037875,98788.23031097632
Stykkishólmsbær,2021,110-150,164100,23750000,22900000,0.037875,76673.87156489174
Stykkishólmsbær,2022,80-89,143000,30200000,28150000,0.06,132270.2642486958
Suðurnesjabær,2011,70-79,61000,12700000,10600000,0.059,54925.042085558256
Suðurnesjabær,2013,90-99,85000,11726000,9930000,0.0675,56283.10573050185
Suðurnesjabær,2013,100-109,85000,14955000,12150000,0.0675,71781.83917786586
Suðurnesjabær,2014,70-79,69000,7800000,9310000,0.06416666666666666,35970.35154170709
Suðurnesjabær,2015,70-79,85000,9700000,8350000,0.066875,46214.387065113675
Suðurnesjabær,2015,90-99,90000,14200000,12700000,0.066875,67654.051167486
Suðurnesjabær,2016,70-79,115425,11500000,9510000,0.06625,54383.133954808625
Suðurnesjabær,2016,80-89,130050,14550000,9840000,0.06625,68806.48687325786
Suðurnesjabær,2016,90-99,135000,16800000,11250000,0.06625,79446.66525572042
Suðurnesjabær,2016,100-109,155000,15059000,10900000,0.06625,71213.5316717794
Suðurnesjabær,2016,110-150,111407,15750000,13650000,0.06625,74481.24867723789
Suðurnesjabær,2017,50-59,125000,14200000,7015000,0.06,62193.30305733378
Suðurnesjabær,2017,80-89,150000,21000000,9980000,0.06,91976.01156366263
Suðurnesjabær,2017,90-99,147000,18100000,13210000,0.06,79274.56234772828
Suðurnesjabær,2017,100-109,120000,23000000,11700000,0.06,100735.6317125829
Suðurnesjabær,2017,110-150,152500,19000000,12300000,0.06,83216.3914147424
Suðurnesjabær,2018,80-89,170000,22000000,11100000,0.06,96355.82163812277
Suðurnesjabær,2018,90-99,140000,20750000,13105000,0.06,90881.0590450476
Suðurnesjabær,2018,100-109,160000,19750000,15725000,0.06,86501.24897058749
Suðurnesjabær,2018,110-150,195000,20500000,13650000,0.06,89786.10652643257
Suðurnesjabær,2019,70-79,160000,21450000,18925000,0.053099999999999994,85918.48465150532
Suðurnesjabær,2019,80-89,170000,17500000,13950000,0.053099999999999994,70096.6657995964
Suðurnesjabær,2019,90-99,147000,24000000,16950000,0.053099999999999994,96132.5702394465
Suðurnesjabær,2019,100-109,172500,25000000,19650000,0.053099999999999994,100138.09399942345
Suðurnesjabær,2019,110-150,140000,28000000,18450000,0.053099999999999994,112154.66527935427
Suðurnesjabær,2020,80-89,170000,23450000,20500000,0.0405,78723.95056748354
Suðurnesjabær,2020,90-99,147500,23900000,25150000,0.0405,80234.64471483396
Suðurnesjabær,2020,100-109,190000,21500000,24500000,0.0405,72177.60926229834
Suðurnesjabær,2020,110-150,206250,29650000,24275000,0.0405,99537.95881986724
Suðurnesjabær,2021,70-79,155000,23500000,17950000,0.037875,75866.77817999816
Suðurnesjabær,2021,80-89,176000,26000000,21450000,0.037875,83937.71202893413
Suðurnesjabær,2021,90-99,150500,29000000,20050000,0.037875,93622.8326476573
Suðurnesjabær,2021,100-109,190000,22500000,25300000,0.037875,72638.40464042376
Suðurnesjabær,2021,110-150,205000,26450000,25000000,0.037875,85390.4801217426
Suðurnesjabær,2022,70-79,163000,26500000,19850000,0.06,116064.96697319332
Suðurnesjabær,2022,80-89,155000,20000000,21300000,0.06,87596.2014892025
Suðurnesjabær,2022,90-99,225000,21500000,21000000,0.06,94165.9166008927
Sveitarfélagið Árborg,2011,50-59,70803,12877000,8980000,0.059,55690.53282958533
Sveitarfélagið Árborg,2011,60-69,75888,13547500,12950000,0.059,58590.315563314995
Sveitarfélagið Árborg,2011,70-79,85000,15750000,14475000,0.059,68115.70179901911
Sveitarfélagið Árborg,2011,80-89,90000,16000000,14700000,0.059,69196.90341487653
Sveitarfélagið Árborg,2011,90-99,85000,18700000,17275000,0.059,80873.88086613695
Sveitarfélagið Árborg,2011,100-109,92500,23500000,19750000,0.059,101632.95189059993
Sveitarfélagið Árborg,2012,50-59,66500,11239000,6910000,0.0641,51787.55063422203
Sveitarfélagið Árborg,2012,60-69,80000,14689000,11350000,0.0641,67684.60995338441
Sveitarfélagið Árborg,2012,70-79,90000,10643500,9795000,0.0641,49043.579960436175
Sveitarfélagið Árborg,2012,80-89,90000,13510000,12100000,0.0641,62251.96272518371
Sveitarfélagið Árborg,2012,90-99,95000,17053500,14275000,0.0641,78579.85539111179
Sveitarfélagið Árborg,2012,110-150,120000,19787500,17775000,0.0641,91177.69892113787
Sveitarfélagið Árborg,2013,60-69,90000,13702000,10350000,0.0675,65767.6202216729
Sveitarfélagið Árborg,2013,70-79,90000,13575000,12175000,0.0675,65158.03857168366
Sveitarfélagið Árborg,2013,80-89,95000,13800000,10700000,0.0675,66238.00606182206
Sveitarfélagið Árborg,2013,90-99,102500,16100000,16125000,0.0675,77277.67373879241
Sveitarfélagið Árborg,2013,100-109,100000,13300000,13900000,0.0675,63838.078305958945
Sveitarfélagið Árborg,2014,60-69,90000,12200000,9980000,0.06416666666666666,56261.31907805467
Sveitarfélagið Árborg,2014,70-79,102500,15700000,14500000,0.06416666666666666,72401.86143651298
Sveitarfélagið Árborg,2014,80-89,100000,14851500,12700000,0.06416666666666666,68488.93281046957
Sveitarfélagið Árborg,2014,90-99,110000,18300000,18550000,0.06416666666666666,84391.978617082
Sveitarfélagið Árborg,2014,100-109,134000,15400000,12600000,0.06416666666666666,71018.38637721655
Sveitarfélagið Árborg,2014,110-150,144250,22102000,16300000,0.06416666666666666,101925.21920189873
Sveitarfélagið Árborg,2015,50-59,82500,12264000,8770000,0.066875,58430.23123366537
Sveitarfélagið Árborg,2015,60-69,95000,12791000,10375000,0.066875,60941.054118543194
Sveitarfélagið Árborg,2015,70-79,112500,12900000,12350000,0.066875,61460.37042680066
Sveitarfélagið Árborg,2015,80-89,110806,13000000,11400000,0.066875,61936.80740685338
Sveitarfélagið Árborg,2015,90-99,115000,19950000,19150000,0.066875,95049.1775205173
Sveitarfélagið Árborg,2015,100-109,139500,14000000,18650000,0.066875,66701.17720738056
Sveitarfélagið Árborg,2015,110-150,153305,17950000,17325000,0.066875,85520.43791946293
Sveitarfélagið Árborg,2016,50-59,95000,10863000,9190000,0.06625,51370.781230529225
Sveitarfélagið Árborg,2016,60-69,120000,16000000,11400000,0.06625,75663.49071973373
Sveitarfélagið Árborg,2016,70-79,125000,16650000,12150000,0.06625,78737.32003022291
Sveitarfélagið Árborg,2016,80-89,132500,18800000,15400000,0.06625,88904.60159568714
Sveitarfélagið Árborg,2016,90-99,125000,23250000,19775000,0.06625,109948.50995211309
Sveitarfélagið Árborg,2016,100-109,149500,18625000,16025000,0.06625,88077.03216594005
Sveitarfélagið Árborg,2016,110-150,155500,20000000,16300000,0.06625,94579.36339966717
Sveitarfélagið Árborg,2017,50-59,120000,17350000,7940000,0.06,75989.70479188318
Sveitarfélagið Árborg,2017,60-69,123800,17000000,11400000,0.06,74456.77126582214
Sveitarfélagið Árborg,2017,70-79,140000,25990000,8200000,0.06,113831.26383521866
Sveitarfélagið Árborg,2017,80-89,155000,19900000,11650000,0.06,87158.2204817565
Sveitarfélagið Árborg,2017,90-99,140000,23500000,14900000,0.06,102925.53674981296
Sveitarfélagið Árborg,2017,100-109,161000,25800000,14050000,0.06,112999.09992107123
Sveitarfélagið Árborg,2017,110-150,169500,25250000,17275000,0.06,110590.20438011819
Sveitarfélagið Árborg,2018,50-59,120000,19650000,9910000,0.06,86063.26796314148
Sveitarfélagið Árborg,2018,60-69,130000,25800000,10740000,0.06,112999.09992107123
Sveitarfélagið Árborg,2018,70-79,149000,24500000,18800000,0.06,107305.34682427309
Sveitarfélagið Árborg,2018,80-89,150000,22800000,14500000,0.06,99859.66969769087
Sveitarfélagið Árborg,2018,90-99,160000,28250000,18275000,0.06,123729.63460349855
Sveitarfélagið Árborg,2018,100-109,174000,38800000,13200000,0.06,169936.6308890529
Sveitarfélagið Árborg,2018,110-150,181500,39500000,22850000,0.06,173002.49794117498
Sveitarfélagið Árborg,2019,50-59,140000,25400000,18950000,0.053099999999999994,101740.30350341424
Sveitarfélagið Árborg,2019,60-69,150000,26100000,22650000,0.053099999999999994,104544.17013539809
Sveitarfélagið Árborg,2019,70-79,154000,25250000,23775000,0.053099999999999994,101139.47493941769
Sveitarfélagið Árborg,2019,80-89,170000,33900000,25125000,0.053099999999999994,135787.2554632182
Sveitarfélagið Árborg,2019,90-99,180000,35200000,29500000,0.053099999999999994,140994.4363511882
Sveitarfélagið Árborg,2019,100-109,180217,42600000,20450000,0.053099999999999994,170635.31217501758
Sveitarfélagið Árborg,2019,110-150,186461,37900000,38200000,0.053099999999999994,151809.35050312596
Sveitarfélagið Árborg,2020,50-59,140000,18750000,14450000,0.0405,62945.58947293459
Sveitarfélagið Árborg,2020,60-69,165000,25850000,24750000,0.0405,86780.98602001915
Sveitarfélagið Árborg,2020,70-79,160000,27200000,26300000,0.0405,91313.06846207046
Sveitarfélagið Árborg,2020,80-89,170000,33500000,25600000,0.0405,112462.78652497646
Sveitarfélagið Árborg,2020,90-99,190000,34700000,32500000,0.0405,116491.30425124428
Sveitarfélagið Árborg,2020,100-109,180000,33750000,34000000,0.0405,113302.06105128228
Sveitarfélagið Árborg,2020,110-150,187000,34000000,30300000,0.0405,114141.33557758806
Sveitarfélagið Árborg,2021,50-59,150000,26800000,21250000,0.037875,86520.41086059363
Sveitarfélagið Árborg,2021,60-69,160000,29500000,25050000,0.037875,95237.01941744449
Sveitarfélagið Árborg,2021,70-79,170000,32500000,27050000,0.037875,104922.14003616766
Sveitarfélagið Árborg,2021,80-89,178000,37400000,23600000,0.037875,120741.17038008217
Sveitarfélagið Árborg,2021,90-99,180000,40900000,26050000,0.037875,132040.47776859254
Sveitarfélagið Árborg,2021,100-109,189000,46900000,34100000,0.037875,151410.71900603885
Sveitarfélagið Árborg,2021,110-150,200000,42250000,37200000,0.037875,136398.78204701794
Sveitarfélagið Árborg,2022,50-59,160000,25000000,15500000,0.06,109495.25186150314
Sveitarfélagið Árborg,2022,60-69,167500,39000000,1810000,0.06,170812.59290394493
Sveitarfélagið Árborg,2022,70-79,175000,42000000,27800000,0.06,183952.02312732526
Sveitarfélagið Árborg,2022,80-89,210000,47000000,33400000,0.06,205851.07349962593
Sveitarfélagið Árborg,2022,90-99,217500,46900000,2310000,0.06,205413.0924921799
Sveitarfélagið Árborg,2022,100-109,202500,57850000,24400000,0.06,253372.01280751827
Sveitarfélagið Árborg,2022,110-150,210000,53950000,33650000,0.06,236290.75351712378
Sveitarfélagið Hornafjörður,2011,70-79,80000,9730000,6940000,0.059,42080.366889171804
Sveitarfélagið Hornafjörður,2011,80-89,76000,8500000,7020000,0.059,36760.85493915316
Sveitarfélagið Hornafjörður,2012,80-89,80000,8950000,7790000,0.0641,41240.19736420386
Sveitarfélagið Hornafjörður,2012,90-99,90000,10975000,9070000,0.0641,50571.08000806004
Sveitarfélagið Hornafjörður,2013,60-69,80000,9000000,7630000,0.0675,43198.69960553613
Sveitarfélagið Hornafjörður,2013,70-79,90000,8000000,7430000,0.0675,38398.844093809894
Sveitarfélagið Hornafjörður,2013,80-89,95370,8000000,7840000,0.0675,38398.844093809894
Sveitarfélagið Hornafjörður,2013,90-99,92500,13792500,10800000,0.0675,66202.00714548412
Sveitarfélagið Hornafjörður,2014,50-59,76625,8000000,7070000,0.06416666666666666,36892.6682479047
Sveitarfélagið Hornafjörður,2014,60-69,85000,13500000,8520000,0.06416666666666666,62256.377668339184
Sveitarfélagið Hornafjörður,2014,70-79,87500,14900000,10050000,0.06416666666666666,68712.59461172251
Sveitarfélagið Hornafjörður,2014,80-89,90450,14900000,10450000,0.06416666666666666,68712.59461172251
Sveitarfélagið Hornafjörður,2014,100-109,107500,12800000,9410000,0.06416666666666666,59028.269196647525
Sveitarfélagið Hornafjörður,2015,50-59,71177,9000000,7490000,0.066875,42879.32820474465
Sveitarfélagið Hornafjörður,2015,60-69,75000,11700000,7130000,0.066875,55743.12666616804
Sveitarfélagið Hornafjörður,2015,70-79,86610,13600000,10600000,0.066875,64795.429287169696
Sveitarfélagið Hornafjörður,2016,50-59,110000,11500000,8220000,0.06625,54383.133954808625
Sveitarfélagið Hornafjörður,2016,60-69,85000,8417000,7430000,0.06625,39803.725086749924
Sveitarfélagið Hornafjörður,2016,80-89,110000,12650000,11525000,0.06625,59821.44735028948
Sveitarfélagið Hornafjörður,2017,60-69,110000,16000000,9600000,0.06,70076.961191362
Sveitarfélagið Hornafjörður,2017,70-79,75000,22000000,14050000,0.06,96355.82163812277
Sveitarfélagið Hornafjörður,2017,90-99,98953,25000000,15725000,0.06,109495.25186150314
Sveitarfélagið Hornafjörður,2017,100-109,125000,22375000,17050000,0.06,97998.25041604531
Sveitarfélagið Hornafjörður,2018,60-69,75299,17300000,11450000,0.06,75770.71428816018
Sveitarfélagið Hornafjörður,2018,100-109,153754,25850000,17850000,0.06,113218.09042479424
Sveitarfélagið Hornafjörður,2019,50-59,77870,15950000,13325000,0.053099999999999994,63888.10397163216
Sveitarfélagið Hornafjörður,2019,60-69,117500,18000000,13875000,0.053099999999999994,72099.42767958489
Sveitarfélagið Hornafjörður,2019,80-89,95000,22200000,17225000,0.053099999999999994,88922.62747148803
Sveitarfélagið Hornafjörður,2020,50-59,125000,7490000,7490000,0.0405,25144.664808121604
Sveitarfélagið Hornafjörður,2020,60-69,142500,18950000,17650000,0.0405,63617.00909397923
Sveitarfélagið Hornafjörður,2020,70-79,150000,22000000,18700000,0.0405,73856.15831490992
Sveitarfélagið Hornafjörður,2020,80-89,167500,26000000,23100000,0.0405,87284.55073580264
Sveitarfélagið Hornafjörður,2020,110-150,175000,22290000,16000000,0.0405,74829.71676542464
Sveitarfélagið Hornafjörður,2021,50-59,106105,17500000,18200000,0.037875,56496.536942551815
Sveitarfélagið Hornafjörður,2021,60-69,140000,32000000,24350000,0.037875,103307.95326638046
Sveitarfélagið Hornafjörður,2021,80-89,150000,27750000,21075000,0.037875,89587.3657231893
Sveitarfélagið Hornafjörður,2021,100-109,182500,33800000,26150000,0.037875,109119.02563761435
Sveitarfélagið Hornafjörður,2021,110-150,150000,26000000,25500000,0.037875,83937.71202893413
Sveitarfélagið Hornafjörður,2022,80-89,160000,22350000,20675000,0.06,97888.7551641838
Sveitarfélagið Hornafjörður,2022,110-150,185000,18000000,23550000,0.06,78836.58134028227
Sveitarfélagið Ölfus,2011,70-79,77500,13550000,10110000,0.059,58601.12757947357
Sveitarfélagið Ölfus,2013,110-150,130000,15950000,19375000,0.0675,76557.69541203347
Sveitarfélagið Ölfus,2014,60-69,91000,9000000,11450000,0.06416666666666666,41504.25177889279
Sveitarfélagið Ölfus,2015,70-79,115000,11341000,10055000,0.066875,54032.71790777878
Sveitarfélagið Ölfus,2016,60-69,97500,13379000,9290000,0.06625,63268.86514620735
Sveitarfélagið Ölfus,2016,70-79,119000,10950000,10850000,0.06625,51782.20146131778
Sveitarfélagið Ölfus,2017,60-69,106050,10900000,9820000,0.06,47739.929811615366
Sveitarfélagið Ölfus,2017,70-79,125000,13455000,11575000,0.06,58930.34455186099
Sveitarfélagið Ölfus,2018,60-69,110000,15200000,10000000,0.06,66573.11313179391
Sveitarfélagið Ölfus,2018,70-79,135000,17100000,10600000,0.06,74894.75227326815
Sveitarfélagið Ölfus,2018,80-89,120000,18500000,12150000,0.06,81026.48637751232
Sveitarfélagið Ölfus,2019,50-59,115000,14800000,6570000,0.053099999999999994,59281.75164765868
Sveitarfélagið Ölfus,2019,70-79,155500,17500000,11800000,0.053099999999999994,70096.6657995964
Sveitarfélagið Ölfus,2019,80-89,160000,16500000,13450000,0.053099999999999994,66091.14203961947
Sveitarfélagið Ölfus,2020,60-69,130000,21350000,11575000,0.0405,71674.04454651485
Sveitarfélagið Ölfus,2020,70-79,120050,22750000,17800000,0.0405,76373.9818938273
Sveitarfélagið Ölfus,2020,80-89,144500,25300000,10025000,0.0405,84934.58206214641
Sveitarfélagið Ölfus,2021,50-59,165000,20000000,16850000,0.037875,64567.470791487794
Sveitarfélagið Ölfus,2021,60-69,147500,23450000,14875000,0.037875,75705.35950301943
Sveitarfélagið Ölfus,2021,70-79,125500,22400000,18325000,0.037875,72315.56728646632
Sveitarfélagið Ölfus,2021,80-89,80000,35000000,10550000,0.037875,112993.07388510363
Sveitarfélagið Ölfus,2022,60-69,162250,29650000,19700000,0.06,129861.36870774273
Sveitarfélagið Vogar,2011,60-69,75000,12196000,9130000,0.059,52745.33962798965
Sveitarfélagið Vogar,2012,70-79,85000,17698000,15450000,0.0641,81549.61038566256
Sveitarfélagið Vogar,2015,90-99,159520,19200000,18600000,0.066875,91475.90017012191
Sveitarfélagið Vogar,2016,50-59,87000,15600000,7090000,0.06625,73771.90345174039
Sveitarfélagið Vogar,2016,70-79,124800,16250000,12325000,0.06625,76845.73276222959
Sveitarfélagið Vogar,2016,90-99,150640,21500000,17700000,0.06625,101672.81565464221
Sveitarfélagið Vogar,2017,60-69,122500,22200000,13900000,0.06,97231.78365301479
Sveitarfélagið Vogar,2017,70-79,135000,23400000,15600000,0.06,102487.55574236694
Sveitarfélagið Vogar,2017,80-89,200000,18500000,12350000,0.06,81026.48637751232
Sveitarfélagið Vogar,2017,90-99,170000,29500000,19225000,0.06,129204.39719657371
Sveitarfélagið Vogar,2018,60-69,127000,17800000,17550000,0.06,77960.61932539025
Sveitarfélagið Vogar,2018,70-79,150000,26500000,19450000,0.06,116064.96697319332
Sveitarfélagið Vogar,2018,100-109,120000,10000000,14050000,0.06,43798.10074460125
Sveitarfélagið Vogar,2019,70-79,180000,24000000,25000000,0.053099999999999994,96132.5702394465
Sveitarfélagið Vogar,2019,90-99,170000,28750000,30500000,0.053099999999999994,115158.80809933697
Sveitarfélagið Vogar,2020,70-79,170000,31500000,26700000,0.0405,105748.59031453011
Sveitarfélagið Vogar,2020,90-99,190000,38500000,34300000,0.0405,129248.27705109236
Sveitarfélagið Vogar,2021,70-79,170000,31900000,19200000,0.037875,102985.11591242303
Sveitarfélagið Vogar,2021,90-99,170000,33040000,17800000,0.037875,106665.46174753782
Sveitarfélagið Vogar,2021,110-150,140000,41787500,15275000,0.037875,134905.6592849648
Sveitarfélagið Vogar,2022,60-69,150000,32000000,26250000,0.06,140153.922382724
Sveitarfélagið Vogar,2022,70-79,190000,38950000,27200000,0.06,170593.60240022192
Sveitarfélagið Vogar,2022,80-89,200000,46000000,2170000,0.06,201471.2634251658
Sveitarfélagið Vogar,2022,100-109,120000,56000000,2630000,0.06,245269.36416976704
Tálknafjarðarhreppur,2013,90-99,50000,5750000,5250000,0.0675,27599.16919242586
Tálknafjarðarhreppur,2019,60-69,110000,5100000,4880000,0.053099999999999994,20428.17117588238
Tálknafjarðarhreppur,2021,90-99,130000,13600000,8710000,0.037875,43905.8801382117
Vestmannaeyjabær,2011,60-69,72500,8700000,6610000,0.059,37625.81623183912
Vestmannaeyjabær,2011,70-79,78500,11800000,8000000,0.059,51032.71626847146
Vestmannaeyjabær,2011,80-89,80000,12100000,8420000,0.059,52330.15820750039
Vestmannaeyjabær,2011,90-99,80000,10000000,8510000,0.059,43248.06463429784
Vestmannaeyjabær,2011,100-109,120000,13900000,9505000,0.059,60114.809841673996
Vestmannaeyjabær,2011,110-150,105000,16625000,10700000,0.059,71899.90745452016
Vestmannaeyjabær,2012,60-69,100000,9400000,7460000,0.0641,43313.72684061634
Vestmannaeyjabær,2012,70-79,100000,11700000,8620000,0.0641,53911.766386724594
Vestmannaeyjabær,2012,80-89,92500,13300000,9570000,0.0641,61284.31563619121
Vestmannaeyjabær,2012,90-99,105000,11900000,10050000,0.0641,54833.33504290793
Vestmannaeyjabær,2012,100-109,135000,12250000,10750000,0.0641,56446.08019122874
Vestmannaeyjabær,2012,110-150,125000,19000000,12515000,0.0641,87549.02233741601
Vestmannaeyjabær,2013,50-59,95000,9000000,8480000,0.0675,43198.69960553613
Vestmannaeyjabær,2013,60-69,100000,10000000,8870000,0.0675,47998.55511726236
Vestmannaeyjabær,2013,80-89,120000,13500000,11450000,0.0675,64798.04940830419
Vestmannaeyjabær,2013,90-99,102500,15000000,12000000,0.0675,71997.83267589354
Vestmannaeyjabær,2013,100-109,120000,23300000,14000000,0.0675,111836.63342322131
Vestmannaeyjabær,2013,110-150,130000,19550000,14700000,0.0675,93837.17525424792
Vestmannaeyjabær,2014,50-59,86000,9500000,9410000,0.06416666666666666,43810.043544386834
Vestmannaeyjabær,2014,60-69,92500,10800000,10000000,0.06416666666666666,49805.10213467135
Vestmannaeyjabær,2014,70-79,115000,11400000,10300000,0.06416666666666666,52572.0522532642
Vestmannaeyjabær,2014,80-89,115000,17350000,13600000,0.06416666666666666,80010.97426264331
Vestmannaeyjabær,2014,90-99,115000,15350000,13175000,0.06416666666666666,70787.80720066714
Vestmannaeyjabær,2014,100-109,140000,17000000,14550000,0.06416666666666666,78396.9200267975
Vestmannaeyjabær,2014,110-150,110000,18000000,16050000,0.06416666666666666,83008.50355778557
Vestmannaeyjabær,2015,50-59,86000,12000000,11050000,0.066875,57172.4376063262
Vestmannaeyjabær,2015,60-69,110000,11500000,10825000,0.066875,54790.25270606261
Vestmannaeyjabær,2015,70-79,130000,12800000,12575000,0.066875,60983.93344674795
Vestmannaeyjabær,2015,80-89,115000,15250000,14000000,0.066875,72656.63945803953
Vestmannaeyjabær,2015,90-99,110000,14350000,14225000,0.066875,68368.70663756508
Vestmannaeyjabær,2015,100-109,140000,18750000,15500000,0.066875,89331.93375988468
Vestmannaeyjabær,2015,110-150,145000,20000000,18350000,0.066875,95287.39601054367
Vestmannaeyjabær,2016,60-69,90000,11900000,12275000,0.06625,56274.72122280196
Vestmannaeyjabær,2016,70-79,130000,13000000,13000000,0.06625,61476.58620978366
Vestmannaeyjabær,2016,80-89,122500,14900000,14825000,0.06625,70461.62573275204
Vestmannaeyjabær,2016,90-99,125000,16375000,14250000,0.06625,77436.8537834775
Vestmannaeyjabær,2016,100-109,140000,18000000,18175000,0.06625,85121.42705970045
Vestmannaeyjabær,2016,110-150,125000,22175000,19075000,0.06625,104864.86916938097
Vestmannaeyjabær,2017,60-69,110000,13450000,11600000,0.06,58908.44550148869
Vestmannaeyjabær,2017,70-79,130000,17000000,13200000,0.06,74456.77126582214
Vestmannaeyjabær,2017,80-89,130000,16500000,15150000,0.06,72266.86622859207
Vestmannaeyjabær,2017,90-99,122500,16800000,15750000,0.06,73580.8092509301
Vestmannaeyjabær,2017,100-109,130000,26000000,17500000,0.06,113875.06193596327
Vestmannaeyjabær,2017,110-150,125000,22500000,17500000,0.06,98545.72667535282
Vestmannaeyjabær,2018,50-59,97500,16000000,10400000,0.06,70076.961191362
Vestmannaeyjabær,2018,60-69,120000,12650000,12500000,0.06,55404.597441920596
Vestmannaeyjabær,2018,70-79,150000,16550000,13325000,0.06,72485.85673231508
Vestmannaeyjabær,2018,80-89,132500,16500000,15600000,0.06,72266.86622859207
Vestmannaeyjabær,2018,90-99,135000,19600000,16075000,0.06,85844.27745941847
Vestmannaeyjabær,2018,100-109,145000,33750000,23925000,0.06,147818.59001302923
Vestmannaeyjabær,2018,110-150,130000,22500000,18350000,0.06,98545.72667535282
Vestmannaeyjabær,2019,50-59,111000,17300000,11500000,0.053099999999999994,69295.56104760103
Vestmannaeyjabær,2019,60-69,120000,15000000,13400000,0.053099999999999994,60082.85639965407
Vestmannaeyjabær,2019,70-79,120000,16500000,13600000,0.053099999999999994,66091.14203961947
Vestmannaeyjabær,2019,80-89,135000,18000000,15850000,0.053099999999999994,72099.42767958489
Vestmannaeyjabær,2019,90-99,142500,23600000,17350000,0.053099999999999994,94530.36073545573
Vestmannaeyjabær,2019,100-109,160000,23200000,18250000,0.053099999999999994,92928.15123146496
Vestmannaeyjabær,2019,110-150,177500,28500000,23675000,0.053099999999999994,114157.42715934274
Vestmannaeyjabær,2020,50-59,117500,18000000,13450000,0.0405,60427.765894017204
Vestmannaeyjabær,2020,60-69,115000,17400000,16050000,0.0405,58413.5070308833
Vestmannaeyjabær,2020,70-79,150000,20850000,16900000,0.0405,69995.49549390328
Vestmannaeyjabær,2020,80-89,140000,20000000,20250000,0.0405,67141.96210446356
Vestmannaeyjabær,2020,90-99,140000,21250000,20400000,0.0405,71338.33473599254
Vestmannaeyjabær,2020,100-109,140000,24500000,21350000,0.0405,82248.90357796787
Vestmannaeyjabær,2020,110-150,150000,27000000,23650000,0.0405,90641.64884102582
Vestmannaeyjabær,2021,60-69,127500,22750000,16850000,0.037875,73445.49802531736
Vestmannaeyjabær,2021,70-79,150000,24550000,18150000,0.037875,79256.57039655127
Vestmannaeyjabær,2021,80-89,145000,23700000,20200000,0.037875,76512.45288791304
Vestmannaeyjabær,2021,90-99,160000,26350000,20850000,0.037875,85067.64276778516
Vestmannaeyjabær,2021,100-109,165000,30900000,23725000,0.037875,99756.74237284863
Vestmannaeyjabær,2021,110-150,182500,33100000,25250000,0.037875,106859.1641599123
Vestmannaeyjabær,2022,60-69,135000,25000000,17850000,0.06,109495.25186150314
Vestmannaeyjabær,2022,80-89,140000,28500000,23350000,0.06,124824.58712211359
Vestmannaeyjabær,2022,90-99,155000,25000000,21950000,0.06,109495.25186150314
Vestmannaeyjabær,2022,100-109,160500,30400000,22800000,0.06,133146.22626358783
Vestmannaeyjabær,2022,110-150,170000,35000000,25650000,0.06,153293.3526061044
Vesturbyggð,2012,90-99,62000,4000000,4160000,0.0641,18431.37312366653
Vesturbyggð,2013,80-89,60000,3250000,4250000,0.0675,15599.530413110268
Vesturbyggð,2013,100-109,70000,4700000,5040000,0.0675,22559.32090511331
Vesturbyggð,2014,80-89,60000,3900000,4750000,0.06416666666666666,17985.175770853544
Vesturbyggð,2014,90-99,70000,5615000,4720000,0.06416666666666666,25894.041526498113
Vesturbyggð,2015,80-89,70000,7500000,6040000,0.066875,35732.773503953875
