sveitarfelag,ar,staerd,leiguverd,kaupverd,fasteignamat,vextir,afborgun
Hveragerðisbær,2019,70-79,170000,30400000,20500000,0.053099999999999994,121767.92230329892
Hveragerðisbær,2019,80-89,150000,28000000,22600000,0.053099999999999994,112154.66527935427
Hveragerðisbær,2019,90-99,177500,30000000,21550000,0.053099999999999994,120165.71279930814
Hveragerðisbær,2019,110-150,185000,32000000,36900000,0.053099999999999994,128176.76031926202
Hveragerðisbær,2020,50-59,125000,21050000,15625000,0.0405,70666.9151149479
Hveragerðisbær,2020,60-69,130000,30000000,27700000,0.0405,100712.94315669534
Hveragerðisbær,2020,70-79,160000,33800000,32000000,0.0405,113469.91595654341
Hveragerðisbær,2020,90-99,185000,32950000,27550000,0.0405,110616.38256710372
Hveragerðisbær,2021,50-59,125000,34300000,10377500,0.037875,110733.21240740156
Hveragerðisbær,2021,60-69,150000,34700000,13550000,0.037875,112024.56182323131
Hveragerðisbær,2021,70-79,170000,40700000,31575000,0.037875,131394.80306067766
Hveragerðisbær,2021,80-89,162500,46000000,1995000,0.037875,148505.1828204219
Hveragerðisbær,2021,90-99,200000,39200000,35825000,0.037875,126552.24275131607
Hveragerðisbær,2021,100-109,235000,48200000,18000000,0.037875,155607.60460748558
Hveragerðisbær,2022,50-59,84350,33900000,19950000,0.06,148475.56152419827
Hveragerðisbær,2022,60-69,188750,37200000,21850000,0.06,162928.9347699167
Hveragerðisbær,2022,70-79,210000,45000000,33650000,0.06,197091.45335070565
Hveragerðisbær,2022,90-99,250000,48500000,17600000,0.06,212420.7886113161
Ísafjarðarbær,2011,50-59,62500,8600000,5870000,0.059,37193.33558549615
Ísafjarðarbær,2011,60-69,60000,9200000,6480000,0.059,39788.219463554015
Ísafjarðarbær,2011,90-99,76180.5,11154000,9010000,0.059,48238.89129309581
Ísafjarðarbær,2011,100-109,90000,11496000,8340000,0.059,49717.9751035888
Ísafjarðarbær,2012,50-59,45000,8000000,5740000,0.0641,36862.74624733306
Ísafjarðarbær,2012,60-69,57500,7200000,5950000,0.0641,33176.471622599754
Ísafjarðarbær,2012,70-79,69198,10000000,7190000,0.0641,46078.43280916633
Ísafjarðarbær,2012,80-89,70000,7175000,5215000,0.0641,33061.27554057683
Ísafjarðarbær,2012,90-99,83889.5,7400000,5940000,0.0641,34098.040278783075
Ísafjarðarbær,2012,110-150,90000,15784000,14000000,0.0641,72730.19834598812
Ísafjarðarbær,2013,50-59,65000,5500000,6080000,0.0675,26399.2053144943
Ísafjarðarbær,2013,60-69,70000,10550000,7970000,0.0675,50638.47564871179
Ísafjarðarbær,2013,70-79,92500,8000000,6460000,0.0675,38398.844093809894
Ísafjarðarbær,2013,80-89,85000,10500000,8880000,0.0675,50398.482873125475
Ísafjarðarbær,2013,90-99,85000,9447000,10625000,0.0675,45344.23501927775
Ísafjarðarbær,2013,100-109,87500,11700000,11175000,0.0675,56158.309487196966
Ísafjarðarbær,2013,110-150,95359,12945000,11650000,0.0675,62134.129599296124
Ísafjarðarbær,2014,60-69,90000,8000000,7560000,0.06416666666666666,36892.6682479047
Ísafjarðarbær,2014,70-79,81000,9325000,9840000,0.06416666666666666,43003.01642646392
Ísafjarðarbær,2014,90-99,94816.5,11800000,12075000,0.06416666666666666,54416.68566565944
Ísafjarðarbær,2014,100-109,97450,13450000,12250000,0.06416666666666666,62025.79849178978
Ísafjarðarbær,2014,110-150,102500,11750000,12325000,0.06416666666666666,54186.10648911003
Ísafjarðarbær,2015,60-69,60000,8475000,6800000,0.066875,40378.03405946788
Ísafjarðarbær,2015,70-79,85000,11000000,8480000,0.066875,52408.06780579901
Ísafjarðarbær,2015,80-89,73750,6900000,7950000,0.066875,32874.15162363756
Ísafjarðarbær,2015,90-99,94952,16000000,11750000,0.066875,76229.91680843492
Ísafjarðarbær,2015,100-109,97500,12500000,11500000,0.066875,59554.62250658979
Ísafjarðarbær,2015,110-150,90000,15500000,13800000,0.066875,73847.73190817134
Ísafjarðarbær,2016,50-59,75562,7500000,8180000,0.06625,35467.26127487519
Ísafjarðarbær,2016,60-69,60000,13500000,9450000,0.06625,63841.070294775345
Ísafjarðarbær,2016,80-89,81460,12000000,9780000,0.06625,56747.618039800305
Ísafjarðarbær,2016,90-99,123000,13000000,10900000,0.06625,61476.58620978366
Ísafjarðarbær,2016,100-109,102500,10400000,9490000,0.06625,49181.26896782692
Ísafjarðarbær,2016,110-150,125500,12500000,11200000,0.06625,59112.102124791985
Ísafjarðarbær,2017,50-59,95387.5,12700000,8660000,0.06,55623.5879456436
Ísafjarðarbær,2017,60-69,113600,9750000,7025000,0.06,42703.14822598623
Ísafjarðarbær,2017,70-79,90000,5050000,7045000,0.06,22118.040876023635
Ísafjarðarbær,2017,80-89,79195,10700000,7750000,0.06,46863.967796723344
Ísafjarðarbær,2017,90-99,118300,9400000,9550000,0.06,41170.214699925185
Ísafjarðarbær,2017,100-109,126437.5,13500000,9980000,0.06,59127.4360052117
Ísafjarðarbær,2017,110-150,125000,15950000,12150000,0.06,69857.970687639
Ísafjarðarbær,2018,60-69,105000,15000000,7990000,0.06,65697.15111690188
Ísafjarðarbær,2018,70-79,110000,16250000,9615000,0.06,71171.91370997705
Ísafjarðarbær,2018,80-89,136000,13500000,9630000,0.06,59127.4360052117
Ísafjarðarbær,2018,90-99,135000,14000000,11400000,0.06,61317.34104244176
Ísafjarðarbær,2018,100-109,100000,21950000,12175000,0.06,96136.83113439976
Ísafjarðarbær,2018,110-150,142500,15750000,12225000,0.06,68982.00867274698
Ísafjarðarbær,2019,50-59,85982,12500000,7940000,0.053099999999999994,50069.046999711725
Ísafjarðarbær,2019,60-69,150000,22000000,14850000,0.053099999999999994,88121.52271949264
Ísafjarðarbær,2019,70-79,126000,20000000,11525000,0.053099999999999994,80110.47519953876
Ísafjarðarbær,2019,80-89,139604,18750000,9705000,0.053099999999999994,75103.57049956759
Ísafjarðarbær,2019,90-99,130000,25500000,14100000,0.053099999999999994,102140.85587941192
Ísafjarðarbær,2019,100-109,122500,24000000,14250000,0.053099999999999994,96132.5702394465
Ísafjarðarbær,2019,110-150,145000,27450000,15200000,0.053099999999999994,109951.62721136694
Ísafjarðarbær,2020,50-59,115000,21500000,14825000,0.0405,72177.60926229834
Ísafjarðarbær,2020,60-69,95000,20400000,15300000,0.0405,68484.80134655283
Ísafjarðarbær,2020,70-79,130000,24000000,16250000,0.0405,80570.35452535628
Ísafjarðarbær,2020,80-89,142538.5,18000000,10050000,0.0405,60427.765894017204
Ísafjarðarbær,2020,90-99,130000,20000000,17000000,0.0405,67141.96210446356
Ísafjarðarbær,2020,100-109,165000,23000000,17175000,0.0405,77213.2564201331
Ísafjarðarbær,2020,110-150,150000,28000000,16800000,0.0405,93998.74694624898
Ísafjarðarbær,2021,50-59,140000,21900000,12400000,0.037875,70701.38051667913
Ísafjarðarbær,2021,60-69,125000,16500000,13800000,0.037875,53268.16340297743
Ísafjarðarbær,2021,70-79,140000,24000000,16175000,0.037875,77480.96494978535
Ísafjarðarbær,2021,80-89,130000,21250000,17475000,0.037875,68602.93771595578
Ísafjarðarbær,2021,90-99,140000,20300000,15390000,0.037875,65535.98285336011
Ísafjarðarbær,2021,100-109,167500,30200000,22775000,0.037875,97496.88089514656
Ísafjarðarbær,2021,110-150,130000,28500000,20175000,0.037875,92008.6458778701
Ísafjarðarbær,2022,50-59,140000,23150000,17600000,0.06,101392.60322375191
Ísafjarðarbær,2022,60-69,115000,26900000,21925000,0.06,117816.89100297738
Ísafjarðarbær,2022,70-79,80000,25800000,19050000,0.06,112999.09992107123
Ísafjarðarbær,2022,80-89,129438,28000000,25100000,0.06,122634.68208488352
Ísafjarðarbær,2022,110-150,187500,25000000,27800000,0.06,109495.25186150314
Kópavogsbær,2011,50-59,90000,13500000,11850000,0.059,58384.887256302085
Kópavogsbær,2011,60-69,102750,16000000,13525000,0.059,69196.90341487653
Kópavogsbær,2011,70-79,115000,18000000,15600000,0.059,77846.5163417361
Kópavogsbær,2011,80-89,120000,19700000,16550000,0.059,85198.68732956675
Kópavogsbær,2011,90-99,130000,22500000,19025000,0.059,97308.14542717014
Kópavogsbær,2011,100-109,134054,23500000,20050000,0.059,101632.95189059993
Kópavogsbær,2011,110-150,150000,28500000,23000000,0.059,123256.98420774884
Kópavogsbær,2012,50-59,100000,15900000,12000000,0.0641,73264.70816657445
Kópavogsbær,2012,60-69,105000,17180000,14250000,0.0641,79162.74756614775
Kópavogsbær,2012,70-79,120250,20100000,16250000,0.0641,92617.64994642431
Kópavogsbær,2012,80-89,135000,22000000,17650000,0.0641,101372.5521801659
Kópavogsbær,2012,90-99,140000,24500000,19850000,0.0641,112892.16038245748
Kópavogsbær,2012,100-109,145642.5,25876000,20750000,0.0641,119232.55273699878
Kópavogsbær,2012,110-150,165000,31000000,23900000,0.0641,142843.14170841558
Kópavogsbær,2013,50-59,112500,16600000,13650000,0.0675,79677.60149465552
Kópavogsbær,2013,60-69,125000,19000000,15350000,0.0675,91197.25472279849
Kópavogsbær,2013,70-79,130000,21500000,17450000,0.0675,103196.89350211408
Kópavogsbær,2013,80-89,142500,24500000,19500000,0.0675,117596.46003729278
Kópavogsbær,2013,90-99,150000,26325000,21800000,0.0675,126356.19634619317
Kópavogsbær,2013,100-109,165000,27950000,23250000,0.0675,134155.9615527483
Kópavogsbær,2013,110-150,180000,32500000,26375000,0.0675,155995.3041311027
Kópavogsbær,2014,50-59,120000,18500000,13800000,0.06416666666666666,85314.29532327963
Kópavogsbær,2014,60-69,125000,21571500,16575000,0.06416666666666666,99478.77413870953
Kópavogsbær,2014,70-79,150000,24500000,18350000,0.06416666666666666,112983.79650920816
Kópavogsbær,2014,80-89,150000,25200000,20000000,0.06416666666666666,116211.90498089981
Kópavogsbær,2014,90-99,168250,28000000,23950000,0.06416666666666666,129124.33886766645
Kópavogsbær,2014,100-109,170000,30650000,25175000,0.06416666666666666,141345.0352247849
Kópavogsbær,2014,110-150,190000,36000000,28425000,0.06416666666666666,166017.00711557115
Kópavogsbær,2015,50-59,120000,19500000,14800000,0.066875,92905.21111028007
Kópavogsbær,2015,60-69,140000,23200000,18000000,0.066875,110533.37937223064
Kópavogsbær,2015,70-79,154811.5,25650000,20825000,0.066875,122206.08538352225
Kópavogsbær,2015,80-89,170000,28250000,23300000,0.066875,134593.44686489293
Kópavogsbær,2015,90-99,176143.5,31100000,26175000,0.066875,148171.9007963954
Kópavogsbær,2015,100-109,180000,33700000,28775000,0.066875,160559.26227776607
Kópavogsbær,2015,110-150,200000,38500000,32700000,0.066875,183428.23732029655
Kópavogsbær,2016,50-59,140000,22550000,17275000,0.06625,106638.23223312474
Kópavogsbær,2016,60-69,150000,27200000,20200000,0.06625,128627.93422354736
Kópavogsbær,2016,70-79,160000,28950000,22450000,0.06625,136903.62852101823
Kópavogsbær,2016,80-89,180000,31500000,24650000,0.06625,148962.49735447578
Kópavogsbær,2016,90-99,189000,34500000,28625000,0.06625,163149.40186442586
Kópavogsbær,2016,100-109,190000,36200000,31100000,0.06625,171188.64775339758
Kópavogsbær,2016,110-150,220000,42000000,35350000,0.06625,198616.66313930106
Kópavogsbær,2017,50-59,150000,28950000,19725000,0.06,126795.50165562064
Kópavogsbær,2017,60-69,172000,32000000,22450000,0.06,140153.922382724
Kópavogsbær,2017,70-79,180000,34600000,25775000,0.06,151541.42857632035
Kópavogsbær,2017,80-89,190000,38550000,28200000,0.06,168841.67837043785
Kópavogsbær,2017,90-99,205000,40050000,30875000,0.06,175411.393482128
Kópavogsbær,2017,100-109,212500,43900000,33150000,0.06,192273.66226879953
Kópavogsbær,2017,110-150,232000,51400000,38250000,0.06,225122.23782725044
Kópavogsbær,2018,50-59,165000,30000000,23950000,0.06,131394.30223380376
Kópavogsbær,2018,60-69,182000,33650000,26950000,0.06,147380.60900558322
Kópavogsbær,2018,70-79,200000,37900000,29925000,0.06,165994.80182203877
Kópavogsbær,2018,80-89,210000,40500000,32350000,0.06,177382.3080156351
Kópavogsbær,2018,90-99,225000,43100000,35475000,0.06,188769.8142092314
Kópavogsbær,2018,100-109,230000,45900000,37800000,0.06,201033.28241771978
Kópavogsbær,2018,110-150,250000,55000000,43000000,0.06,240889.5540953069
Kópavogsbær,2019,50-59,175000,33650000,25350000,0.053099999999999994,134785.87452322396
Kópavogsbær,2019,60-69,198500,36800000,30325000,0.053099999999999994,147403.27436715132
Kópavogsbær,2019,70-79,210000,39800000,33450000,0.053099999999999994,159419.84564708214
Kópavogsbær,2019,80-89,225000,42000000,35650000,0.053099999999999994,168231.9979190314
Kópavogsbær,2019,90-99,230000,44750000,38825000,0.053099999999999994,179247.18825896794
Kópavogsbær,2019,100-109,240000,48000000,41850000,0.053099999999999994,192265.140478893
Kópavogsbær,2019,110-150,260000,54500000,47600000,0.053099999999999994,218301.0449187431
Kópavogsbær,2020,50-59,170000,35150000,29900000,0.0405,118001.99839859472
Kópavogsbær,2020,60-69,180000,37500000,33050000,0.0405,125891.17894586918
Kópavogsbær,2020,70-79,200000,41950000,35975000,0.0405,140830.26551411234
Kópavogsbær,2020,80-89,220000,44700000,39500000,0.0405,150062.28530347606
Kópavogsbær,2020,90-99,235000,47200000,42775000,0.0405,158455.03056653403
Kópavogsbær,2020,100-109,250000,52000000,45650000,0.0405,174569.10147160527
Kópavogsbær,2020,110-150,270000,60000000,51450000,0.0405,201425.88631339069
Kópavogsbær,2021,50-59,170000,41900000,27500000,0.037875,135268.85130816692
Kópavogsbær,2021,60-69,185000,42950000,32275000,0.037875,138658.64352472004
Kópavogsbær,2021,70-79,220000,47025000,35450000,0.037875,151814.26569848566
Kópavogsbær,2021,80-89,225000,53500000,38700000,0.037875,172717.98436722986
Kópavogsbær,2021,90-99,240000,54900000,43150000,0.037875,177237.70732263397
Kópavogsbær,2021,100-109,250000,57500000,46500000,0.037875,185631.47852552737
Kópavogsbær,2021,110-150,270000,67500000,53500000,0.037875,217915.2139212713
Kópavogsbær,2022,50-59,190000,43500000,33000000,0.06,190521.73823901545
Kópavogsbær,2022,60-69,204546.5,48500000,35550000,0.06,212420.7886113161
Kópavogsbær,2022,70-79,220000,57000000,41850000,0.06,249649.17424422718
Kópavogsbær,2022,80-89,240000,60000000,44750000,0.06,262788.6044676075
Kópavogsbær,2022,90-99,250000,64000000,47650000,0.06,280307.844765448
Kópavogsbær,2022,100-109,260000,69850000,50925000,0.06,305929.73370103975
Kópavogsbær,2022,110-150,270000,79173500,58750000,0.06,346764.8929302688
Langanesbyggð,2016,50-59,42991,2000000,3600000,0.06625,9457.936339966716
Langanesbyggð,2020,110-150,135000,6000000,7738000,0.0405,20142.58863133907
Mosfellsbær,2011,60-69,95000,16500000,13300000,0.059,71359.30664659145
Mosfellsbær,2011,70-79,110092,18250000,15350000,0.059,78927.71795759356
Mosfellsbær,2011,80-89,117775,20400000,16400000,0.059,88226.0518539676
Mosfellsbær,2011,90-99,132000,21450000,18725000,0.059,92767.09864056887
Mosfellsbær,2011,100-109,122500,22000000,18050000,0.059,95145.74219545526
Mosfellsbær,2011,110-150,155193,25600000,21300000,0.059,110715.04546380248
Mosfellsbær,2012,60-69,100000,17700000,14550000,0.0641,81558.82607222439
Mosfellsbær,2012,70-79,130000,21100000,17325000,0.0641,97225.49322734095
Mosfellsbær,2012,80-89,141000,21250000,17800000,0.0641,97916.66971947844
Mosfellsbær,2012,90-99,140000,24450000,19800000,0.0641,112661.76821841166
Mosfellsbær,2012,100-109,150000,23700000,22350000,0.0641,109205.88575772419
Mosfellsbær,2012,110-150,155000,27500000,22750000,0.0641,126715.69022520739
Mosfellsbær,2013,50-59,95500,15400000,13100000,0.0675,73917.77488058404
Mosfellsbær,2013,60-69,90000,19800000,16350000,0.0675,95037.13913217948
Mosfellsbær,2013,80-89,140000,22850000,19500000,0.0675,109676.6984429445
Mosfellsbær,2013,90-99,140000,25500000,22500000,0.0675,122396.31554901903
Mosfellsbær,2013,100-109,166400,28750000,24775000,0.0675,137995.84596212927
Mosfellsbær,2013,110-150,170000,29000000,25250000,0.0675,139195.80984006083
Mosfellsbær,2014,60-69,110000,22900000,17650000,0.06416666666666666,105605.26285962721
Mosfellsbær,2014,70-79,101330,24600000,17300000,0.06416666666666666,113444.95486230696
Mosfellsbær,2014,80-89,139107,25900000,21200000,0.06416666666666666,119440.01345259148
Mosfellsbær,2014,90-99,156500,27600000,23350000,0.06416666666666666,127279.70545527122
Mosfellsbær,2014,100-109,160000,29700000,24025000,0.06416666666666666,136964.0308703462
Mosfellsbær,2014,110-150,183395,33000000,27800000,0.06416666666666666,152182.25652260688
Mosfellsbær,2015,50-59,107500,20300000,16150000,0.066875,96716.70695070182
Mosfellsbær,2015,60-69,120000,23650000,18800000,0.066875,112677.34578246789
Mosfellsbær,2015,70-79,104000,27470000,22500000,0.066875,130877.23842048172
Mosfellsbær,2015,80-89,170000,27700000,22550000,0.066875,131973.04347460298
Mosfellsbær,2015,90-99,170001,29500000,25300000,0.066875,140548.9091155519
Mosfellsbær,2015,100-109,180000,35300000,29050000,0.066875,168182.25395860957
Mosfellsbær,2015,110-150,191000,35350000,29725000,0.066875,168420.4724486359
Mosfellsbær,2016,60-69,157500,27000000,21300000,0.06625,127682.14058955069
Mosfellsbær,2016,80-89,155000,31900000,25900000,0.06625,150854.08462246915
Mosfellsbær,2016,90-99,185000,34500000,27200000,0.06625,163149.40186442586
Mosfellsbær,2016,100-109,215000,35500000,27775000,0.06625,167878.37003440925
Mosfellsbær,2016,110-150,189239.5,39500000,32650000,0.06625,186794.24271434266
Mosfellsbær,2017,60-69,170000,32500000,11650000,0.06,142343.8274199541
Mosfellsbær,2017,70-79,190000,33200000,17350000,0.06,145409.69447207617
Mosfellsbær,2017,80-89,215000,36300000,2790000,0.06,158987.10570290257
Mosfellsbær,2017,90-99,230000,41000000,30300000,0.06,179572.21305286515
Mosfellsbær,2017,100-109,240000,42550000,27500000,0.06,186360.91866827835
Mosfellsbær,2017,110-150,245000,44900000,32850000,0.06,196653.47234325964
Mosfellsbær,2018,50-59,165000,32500000,25500000,0.06,142343.8274199541
Mosfellsbær,2018,60-69,184000,35700000,17750000,0.06,156359.2196582265
Mosfellsbær,2018,70-79,139935,33500000,30400000,0.06,146723.6374944142
Mosfellsbær,2018,80-89,227000,40800000,34200000,0.06,178696.25103797312
Mosfellsbær,2018,90-99,240000,43600000,36000000,0.06,190959.71924646146
Mosfellsbær,2018,100-109,245000,45900000,38025000,0.06,201033.28241771978
Mosfellsbær,2018,110-150,257500,49900000,41750000,0.06,218552.52271556028
Mosfellsbær,2019,50-59,178000,29900000,22450000,0.053099999999999994,119765.16042331044
Mosfellsbær,2019,60-69,197000,38500000,29400000,0.053099999999999994,154212.66475911211
Mosfellsbær,2019,70-79,203500,37500000,32900000,0.053099999999999994,150207.14099913518
Mosfellsbær,2019,80-89,230000,39900000,34550000,0.053099999999999994,159820.39802307982
Mosfellsbær,2019,90-99,248000,44500000,39700000,0.053099999999999994,178245.80731897373
Mosfellsbær,2019,100-109,253130,47900000,38000000,0.053099999999999994,191864.58810289533
Mosfellsbær,2019,110-150,262000,53000000,43400000,0.053099999999999994,212292.75927877772
Mosfellsbær,2020,50-59,160000,35125000,30650000,0.0405,117918.07094596414
Mosfellsbær,2020,60-69,202000,39400000,33175000,0.0405,132269.6653457932
Mosfellsbær,2020,70-79,203000,40000000,34300000,0.0405,134283.9242089271
Mosfellsbær,2020,80-89,215000,44450000,38775000,0.0405,149223.01077717028
Mosfellsbær,2020,90-99,239000,47000000,41900000,0.0405,157783.6109454894
Mosfellsbær,2020,100-109,260000,52700000,44075000,0.0405,176919.0701452615
Mosfellsbær,2020,110-150,265000,56500000,47550000,0.0405,189676.04294510957
Mosfellsbær,2021,50-59,150000,38250000,29800000,0.037875,123485.2878887204
Mosfellsbær,2021,60-69,205000,42700000,33650000,0.037875,137851.55013982643
Mosfellsbær,2021,70-79,202500,48700000,37600000,0.037875,157221.79137727275
Mosfellsbær,2021,80-89,230000,46550000,40075000,0.037875,150280.78826718783
Mosfellsbær,2021,90-99,240000,52925000,42625000,0.037875,170861.66958197457
Mosfellsbær,2021,100-109,260000,58000000,46100000,0.037875,187245.6652953146
Mosfellsbær,2021,110-150,265000,62900000,48625000,0.037875,203064.69563922912
Mosfellsbær,2022,50-59,192500,54500000,33750000,0.06,238699.64905807684
Mosfellsbær,2022,60-69,213026,47850000,37300000,0.06,209573.91206291702
Mosfellsbær,2022,80-89,230000,59950000,44975000,0.06,262569.61396388453
Mosfellsbær,2022,90-99,260000,65100000,45450000,0.06,285125.6358473542
Mosfellsbær,2022,100-109,274500,70100000,51700000,0.06,307024.6862196548
Mosfellsbær,2022,110-150,262500,73750000,55325000,0.06,323010.99299143424
Múlaþing,2011,50-59,70000,8050000,6080000,0.059,34814.69203060976
Múlaþing,2011,60-69,72000,12250000,9645000,0.059,52978.87917701485
Múlaþing,2011,70-79,67292,13350000,10800000,0.059,57736.16628678762
Múlaþing,2011,80-89,90000,12450000,11010000,0.059,53843.840469700815
Múlaþing,2011,90-99,70000,14800000,11700000,0.059,64007.1356587608
Múlaþing,2011,110-150,100000,15250000,11775000,0.059,65953.29856730421
Múlaþing,2012,50-59,70000,8085000,7530000,0.0641,37254.41292621097
Múlaþing,2012,70-79,77500,10750000,10800000,0.0641,49534.315269853796
Múlaþing,2012,80-89,90000,13500000,12800000,0.0641,62205.88429237453
Múlaþing,2012,90-99,90000,12300000,11450000,0.0641,56676.47235527457
Múlaþing,2012,100-109,100000,8025000,7785000,0.0641,36977.942329355974
Múlaþing,2012,110-150,105000,17750000,12675000,0.0641,81789.21823627023
Múlaþing,2013,50-59,70000,10000000,8690000,0.0675,47998.55511726236
Múlaþing,2013,60-69,67830,10998000,9240000,0.0675,52788.810917965144
Múlaþing,2013,70-79,80000,14380000,11950000,0.0675,69021.92225862328
Múlaþing,2013,80-89,102500,13850000,10300000,0.0675,66477.99883740838
Múlaþing,2013,90-99,75000,10850000,8895000,0.0675,52078.43230222966
Múlaþing,2014,50-59,70000,7500000,6690000,0.06416666666666666,34586.87648241066
Múlaþing,2014,60-69,80000,10100000,9570000,0.06416666666666666,46576.99366297969
Múlaþing,2014,70-79,81660,7912500,7605000,0.06416666666666666,36489.15468894324
Múlaþing,2014,80-89,100000,16900000,13350000,0.06416666666666666,77935.7616736987
Múlaþing,2014,90-99,104023,14250000,14425000,0.06416666666666666,65715.06531658025
Múlaþing,2014,110-150,107550,20750000,17300000,0.06416666666666666,95690.35826800282
Múlaþing,2015,50-59,77500,8775000,8035000,0.066875,41807.34499962603
Múlaþing,2015,60-69,67500,13123500,11675000,0.066875,62525.20707721849
Múlaþing,2015,70-79,88600,13300000,12200000,0.066875,63366.11834701153
Múlaþing,2015,80-89,87500,15000000,13600000,0.066875,71465.54700790775
Múlaþing,2015,90-99,119500,15500000,14000000,0.066875,73847.73190817134
Múlaþing,2015,100-109,110000,14950000,14525000,0.066875,71227.32851788138
Múlaþing,2015,110-150,75000,26100000,21950000,0.066875,124350.05179375947
Múlaþing,2016,50-59,78000,10000000,8250000,0.06625,47289.681699833585
Múlaþing,2016,60-69,89135,10500000,8660000,0.06625,49654.165784825265
Múlaþing,2016,70-79,97250,14800000,13700000,0.06625,69988.7289157537
Múlaþing,2016,80-89,95000,14600000,12175000,0.06625,69042.93528175703
Múlaþing,2016,90-99,127000,16000000,11300000,0.06625,75663.49071973373
Múlaþing,2016,100-109,120000,15950000,17100000,0.06625,75427.04231123457
Múlaþing,2016,110-150,127000,32500000,10250000,0.06625,153691.46552445917
Múlaþing,2017,50-59,110000,11500000,9335000,0.06,50367.81585629145
Múlaþing,2017,60-69,108164.5,17500000,15700000,0.06,76646.6763030522
Múlaþing,2017,70-79,114250,13875000,14700000,0.06,60769.864783134246
Múlaþing,2017,80-89,105000,17263500,11975000,0.06,75610.85122044238
Múlaþing,2017,90-99,140000,19500000,18050000,0.06,85406.29645197246
Múlaþing,2017,100-109,145000,20700000,15100000,0.06,90662.0685413246
Múlaþing,2017,110-150,131289.5,30000000,14950000,0.06,131394.30223380376
Múlaþing,2018,60-69,105130,10500000,11350000,0.06,45988.005781831314
Múlaþing,2018,70-79,121500,17000000,16250000,0.06,74456.77126582214
Múlaþing,2018,80-89,120000,20450000,15100000,0.06,89567.11602270957
Múlaþing,2018,90-99,143500,22500000,18450000,0.06,98545.72667535282
Múlaþing,2018,100-109,150000,23700000,19850000,0.06,103801.49876470499
Múlaþing,2018,110-150,133398,30000000,14100000,0.06,131394.30223380376
Múlaþing,2019,60-69,109101.5,15000000,13700000,0.053099999999999994,60082.85639965407
Múlaþing,2019,70-79,95000,18250000,16500000,0.053099999999999994,73100.80861957911
Múlaþing,2019,80-89,150335,26000000,17900000,0.053099999999999994,104143.61775940038
Múlaþing,2019,90-99,150000,21500000,20750000,0.053099999999999994,86118.76083950418
Múlaþing,2019,100-109,160000,19500000,18150000,0.053099999999999994,78107.71331955028
Múlaþing,2019,110-150,114741.5,28000000,23500000,0.053099999999999994,112154.66527935427
Múlaþing,2020,50-59,112500,17400000,13650000,0.0405,58413.5070308833
Múlaþing,2020,60-69,121356,15750000,14050000,0.0405,52874.295157265056
Múlaþing,2020,70-79,150000,18250000,18650000,0.0405,61267.04042032301
Múlaþing,2020,80-89,150000,26000000,17275000,0.0405,87284.55073580264
Múlaþing,2020,90-99,157028,26000000,19200000,0.0405,87284.55073580264
Múlaþing,2020,100-109,190000,22850000,20650000,0.0405,76709.69170434962
Múlaþing,2020,110-150,140000,28000000,22800000,0.0405,93998.74694624898
Múlaþing,2021,50-59,110000,19500000,14150000,0.037875,62953.28402170059
Múlaþing,2021,60-69,123141,22000000,16550000,0.037875,71024.21787063657
Múlaþing,2021,70-79,150000,25500000,21500000,0.037875,82323.52525914693
Múlaþing,2021,80-89,167500,31600000,20975000,0.037875,102016.60385055072
Múlaþing,2021,90-99,100000,30200000,20600000,0.037875,97496.88089514656
Múlaþing,2021,100-109,130000,36800000,29200000,0.037875,118804.14625633754
Múlaþing,2021,110-150,100000,34500000,26250000,0.037875,111378.88711531644
Múlaþing,2022,70-79,159314.5,29000000,20075000,0.06,127014.49215934364
Múlaþing,2022,80-89,90000,33000000,22550000,0.06,144533.73245718415
Múlaþing,2022,90-99,197500,37500000,25550000,0.06,164242.87779225473
Múlaþing,2022,110-150,190000,55000000,34450000,0.06,240889.5540953069
Mýrdalshreppur,2017,80-89,145000,23000000,13800000,0.06,100735.6317125829
Norðurþing,2011,60-69,42268,6000000,6400000,0.059,25948.838780578706
Norðurþing,2011,80-89,81950,11800000,8910000,0.059,51032.71626847146
Norðurþing,2011,100-109,65000,5800000,8230000,0.059,25083.877487892747
Norðurþing,2012,80-89,70000,9500000,8400000,0.0641,43774.511168708006
Norðurþing,2012,110-150,72500,14500000,11850000,0.0641,66813.72757329117
Norðurþing,2013,70-79,75000,8000000,7810000,0.0675,38398.844093809894
Norðurþing,2013,80-89,82500,11200000,10100000,0.0675,53758.381731333844
Norðurþing,2013,110-150,85000,13625000,12425000,0.0675,65398.03134726997
Norðurþing,2014,70-79,80000,8000000,8490000,0.06416666666666666,36892.6682479047
Norðurþing,2014,80-89,82500,8450000,9950000,0.06416666666666666,38967.88083684935
Norðurþing,2014,110-150,100000,10500000,9990000,0.06416666666666666,48421.62707537492
Norðurþing,2015,50-59,60000,6750000,6130000,0.066875,32159.496153558488
Norðurþing,2015,70-79,95000,8850000,7780000,0.066875,42164.67273466557
Norðurþing,2015,80-89,90000,10718000,11350000,0.066875,51064.515522050344
Norðurþing,2015,90-99,120000,13200000,10325000,0.066875,62889.681366958815
Norðurþing,2015,110-150,102500,14900000,13100000,0.066875,70989.11002785503
Norðurþing,2016,70-79,127500,13000000,9095000,0.06625,61476.58620978366
